ra;nomealuno;codcurso;genero;Estado Civil;datanasc;logradouro;endereco;numero;complemento;Bairro;Cidade;UF;Regiao;Pais;CEP;E-mail;telefone;situacao
104726;Douglas Da Silva Malta ;124;2;3;17/11/92;Rua;DAntonio Haffner;1493;Apt 51;Cidade Sao Francisco;SAO PAULO;SP;SUDESTE;BR;5351035;santana@sybase.com;(11) 975166094;Concluido
104727;Douglas Da Silva Mariano ;137;2;1;14/03/99;Avenida;Daome;1140;Ap 202;Vila Nova;PORTO ALEGRE;RS;SUL;BR;91740800;dougkbox@gmail.com;(51) 940099961;Cancelado
104728;Douglas Da Silva Marinho ;120;2;4;06/09/92;Avenida;Darabi;943;Ap 8;Jardim Brasil (Zona Norte);SAO PAULO;SP;SUDESTE;BR;2227001;tenoriodouglas@yahoo.com;(11) 960316089;Ativo
104729;Douglas Da Silva Marinho ;124;2;4;30/07/89;Rua;Darci Ribeiro;1358;;Jardim Iporanga;SAO PAULO;SP;SUDESTE;BR;4828160;douglasfmorais@gmail.com;(11) 942595778;Concluido
104730;Douglas Da Silva Martins ;128;2;3;23/07/95;Avenida;Darcílio Tiesca;1541;Bl 3A Ap 22;Jd Independencia;SAO PAULO;SP;SUDESTE;BR;3220300;sao3052916@terra.com.br;(11) 969020390;Trancado
104731;Douglas Da Silva Martins ;122;2;2;28/06/92;Rua;Darcy Bitencourt Costa;1067;Fds;Parada Xv De Novembro;SAO PAULO;SP;SUDESTE;BR;8246070;dodosantista@gmail.com;(11) 943521192;Cancelado
104732;Douglas Da Silva Martins ;121;2;4;30/10/94;Rua;Darcy Bitencourt Costa;273;12;Padroeira;OSASCO;SP;SUDESTE;BR;6162330;douglaspersa@hotmail.com;(11) 923568684;Ativo
104733;Douglas Da Silva Martins ;133;2;4;26/02/94;Rua;Darcy Bitencourt Costa;136;;Parque Novo Jockey;CAMPOS DOS GOYTACAZES;RJ;SUDESTE;BR;28020833;douglaspilar@outlook.com;(22) 988873837;Trancado
104734;Douglas Da Silva Martins De Freitas ;125;2;1;04/02/00;Rua;Darcy Ferreira Andrade;1795;;Jardim Vista Alegre;SAO PAULO;SP;SUDESTE;BR;2878110;douglas.rabelo@egs.com.br;(11) 945405170;Trancado
104735;Douglas Da Silva Mello Junior ;121;2;2;07/05/89;Rua;Darcy Grijo;1500;;Jardim Russo;SAO PAULO;SP;SUDESTE;BR;5211110;castdouglas@gmail.com;(11) 931252379;Cancelado
104736;Douglas Da Silva Melo ;121;2;1;25/12/95;Rua;Darcy Vargas;1458;;Centro;SAPUCAIA;RJ;SUDESTE;BR;25880000;douglasro@bol.com.br;(24) 975419606;Concluido
104737;Douglas Da Silva Melo ;125;2;4;29/03/90;Rua;Dardo;1012;Casa Frente;Inhoaíba;RIO DE JANEIRO;RJ;SUDESTE;BR;23062020;douglas.ras09@gmail.com;(21) 905872113;Concluido
104738;Douglas Da Silva Mendes ;123;2;1;14/10/02;Rua;Dario Manoel Cardoso;1182;Cs 8;Burgo Paulista;SAO PAULO;SP;SUDESTE;BR;3681000;dougrock.douglas@gmail.com;(11) 902589622;Ativo
104739;Douglas Da Silva Mendonca ;122;2;2;19/08/94;Rua;Dario Matheus Felix;498;;Ipsep;RECIFE;PE;NORDESTE;BR;51190650;douglas@rbcinfo.com.br;(81) 960015501;Ativo
104740;Douglas Da Silva Monteiro ;126;2;4;19/07/92;Rua;Dario Moreira Da Gama;1828;;Jardim Nogueira;ITAPECERICA DA SERRA;SP;SUDESTE;BR;6864192;douglasavatar@bol.com.br;(11) 957229462;Concluido
104741;Douglas Da Silva Moreira ;122;2;1;01/05/99;Rua;Darke De Mattos;1891;Ca Fundo;Coelho Neto;RIO DE JANEIRO;RJ;SUDESTE;BR;21510470;nei.lima@ig.com.br;(21) 980444177;Ativo
104742;Douglas Da Silva Moreira ;121;2;2;26/10/93;Avenida;DArlindo Joaquim De Lemos;1098;1108;São Paulo;SAO PAULO;SP;SUDESTE;BR;4059003;douglas93-26@hotmail.com;(11) 984712209;Cancelado
104743;Douglas Da Silva Mota ;132;2;3;14/04/92;Rua;DArthuSaboya;1208;Casa;Jardim Elite;PIRACICABA;SP;SUDESTE;BR;13419311;douglas.baraldi@hotmail.com.br;(19) 949062095;Cancelado
104744;Douglas Da Silva Moura ;136;2;1;06/07/00;Rua;Das Acacias;1704;;Tres Lagoas;TRES LAGOAS;MS;CENTRO OESTE;BR;79604070;douglastls@gmail.com;(67) 958497258;Trancado
104745;Douglas Da Silva Mouzinho ;128;2;1;23/12/95;Rua;Das Acacias Quadra 107;595;;Zona 01;CIANORTE;PR;SUL;BR;87200000;dsmendes2@zipmail.com.br;(44) 927329257;Cancelado
104746;Douglas Da Silva Muniz ;134;2;4;14/05/93;Rua;Das Açucenas;585;Ca;Jardim Panorama;IPATINGA;MG;SUDESTE;BR;35164381;dsoliveirax@yahoo.com.br;(31) 903768573;Cancelado
104747;Douglas Da Silva Nascimento ;135;2;1;10/11/98;Rua;Das Açucenas;1777;;Barra Funda;SAO PAULO;SP;SUDESTE;BR;1153020;dougbacciotti@gmail.com;(11) 999610166;Cancelado
104748;Douglas Da Silva Neiva Maia ;120;2;1;31/01/97;Rua;Das Adenanteras;350;;Vila Camilopolis;SANTO ANDRE;SP;SUDESTE;BR;9230280;douglassoares2000@yahoo.com.br;(11) 906333187;Ativo
104749;Douglas Da Silva Neves ;121;2;4;20/09/93;Rua;Das Aguas Marinhas;1656;;Cristino Cortes;BARRA DO GARÇAS;MT;CENTRO OESTE;BR;78600000;douglas_investimentos@outlook.com;(66) 981592650;Trancado
104750;Douglas Da Silva Neves ;126;1;1;21/12/00;Rua;Das Aguias;1915;102;Sao Paulo;SAO PAULO;SP;SUDESTE;BR;3942020;douglas.souzati@gmail.com;(11) 927340616;Concluido
104751;Douglas Da Silva Noblat ;135;2;4;02/06/95;Estrada;Das Agulhas Negras;246;Cs 247 Out R 2;Jardim Isis;COTIA;SP;SUDESTE;BR;6719500;douglastomas@ig.com.br;(11) 958215058;Trancado
104752;Douglas Da Silva Nunes ;135;2;2;13/06/91;Rua;Das Alamandas;442;Cs 1;Jardim Alpino;SAO PAULO;SP;SUDESTE;BR;4836250;douglas.tomio@uol.com.br;(11) 964288264;Concluido
104753;Douglas Da Silva Nunes ;136;2;1;18/10/99;Rua;Das Aleluias;437;Casa;Santa Filomena;CURVELO;MG;SUDESTE;BR;35790000;douglastryn@hotmail.com;(38) 925541119;Cancelado
104754;Douglas Da Silva Nunes ;133;2;4;31/12/90;Quadra;Das Americas;1243;;Santa Maria;BRASILIA;DF;CENTRO OESTE;BR;72545400;dvca_10@hotmail.com;(61) 932479277;Trancado
104755;Douglas Da Silva Oliveira ;127;2;2;25/03/92;Avenida;Das Americas;552;607;Porto Alegre;PRAIA DE BELAS;RS;SUL;BR;90160092;douglas.viana@technobox.com.br;(55) 909531124;Trancado
104756;Douglas Da Silva Oliveira ;131;2;1;18/09/98;Rua;Das Americas;1847;Casa C;Jacarepaguá;RIO DE JANEIRO;RJ;SUDESTE;BR;22713550;douglas.vianna1@gmail.com;(21) 972421503;Trancado
104757;Douglas Da Silva Oliveira ;135;2;2;22/05/93;Rua;Das Americas;1595;25;Gonzaga;SANTOS;SP;SUDESTE;BR;11060410;douglas.hatys@gmail.com;(13) 921372494;Cancelado
104758;Douglas Da Silva Oliveira ;138;2;3;31/12/91;Rua;Das Americas;1003;Cs 2;Jardim Sta Marcelina;SAO PAULO;SP;SUDESTE;BR;2356020;danber2@ig.com.br;(11) 912477458;Cancelado
104759;Douglas Da Silva Oliveira ;135;2;3;13/06/93;Avenida;Das Americas;1255;;Jardim Uniao;FRANCO DA ROCHA;SP;SUDESTE;BR;7840125;doug_di@hotmail.com;(11) 935381046;Concluido
104760;Douglas Da Silva Otero Seabra ;129;2;1;04/07/99;Rua;Das Americas;30;;Jardim Las Vegas;SANTO ANDRE;SP;SUDESTE;BR;9182430;douglas.oyama@gmail.com;(11) 972766107;Concluido
104761;Dovilio Da Silva Padilha ;134;2;3;12/08/94;Avenida;Das Americas;1710;;Vila Cidade Industrial (Vila X;ARARAQUARA;SP;SUDESTE;BR;14810205;dovilio@araraquara.sescsp.org.br;(16) 919089499;Concluido
104762;Dreher Da Silva Papa ;123;2;4;03/07/86;Avenida;Das Américas;373;Sl 102;Aldeota;FORTALEZA;CE;NORDESTE;BR;60150161;dreher.bonfim@auriga.com.br;(85) 981942108;Ativo
104763;Duandys Da Silva Paranhos De Araújo ;137;2;2;25/07/93;Quadra;Das Américas;904;;Nova Marabá;MARABÁ;PA;NORTE;BR;68513140;duandys.fs@gmail.com;(94) 921939361;Cancelado
104764;Dulcio Da Silva Parreira ;137;2;1;02/06/98;Rua;Das Américas;1237;;Luanda;LUANDA;PR;Outro País;AO;18132680;d_diogo@outlook.com;(44) 927605037;Trancado
104765;Durval Da Silva Paula ;136;2;1;27/01/01;Avenida;Das Américas;299;Casa;Cajá;CARPINA;PE;NORDESTE;BR;55813550;durvalfh@hotmail.com;(81) 908824158;Concluido
104766;Durvalino Da Silva Paulo ;121;2;4;07/11/87;Rua;Das Amoreiras;852;;Jardim Morada Do Sol;INDAIATUBA;SP;SUDESTE;BR;13348220;durvalrsantos@gmail.com;(19) 977314470;Cancelado
104767;Dyego Da Silva Pedro ;131;2;1;13/01/00;Rua;Das Amoreiras;1806;;Serraria;SAO JOSE;SC;SUL;BR;88115368;abduarq@terra.com.br;(48) 916134477;Trancado
104768;Dyego Da Silva Peixoto ;129;2;1;16/02/99;Rua;Das Andorinhas;1051;;Vila Isa;GOVERNADOR VALADARES;MG;SUDESTE;BR;35044180;dyegoborges@msn.com;(33) 935801468;Concluido
104769;Dyego Da Silva Pereira ;120;2;1;26/05/96;Quadra;Das Andorinhas;899;Ao Lado Do Edifícil Monet;Sobradinho;BRASILIA;DF;CENTRO OESTE;BR;73015104;dyego.diniz@gmail.com;(61) 970521524;Cancelado
104770;Dyego Da Silva Pereira ;121;2;1;11/11/01;Rua;Das Andorinhas;569;Apt 203;Perdizes;SAO PAULO;SP;SUDESTE;BR;5018001;dyegojustino@hotmail.com;(11) 962373428;Cancelado
104771;Dyego Da Silva Pereira ;128;2;1;23/12/00;Avenida;Das Angelicas;1059;Ap406 Bl15;Nova Esperanca;PORTO VELHO;RO;NORTE;BR;76821510;sr.dyegomachado@gmail.com;(69) 944960456;Trancado
104772;Ebano Da Silva Pereira ;128;2;1;20/07/97;Rua;Das Araras;838;;Centro;CICERO DANTAS;BA;NORDESTE;BR;48410000;ebano@megainfoline.com.br;(77) 980693224;Concluido
104773;Ebenezer Da Silva Pereira ;128;2;1;03/12/00;Quadra;Das Araras;1765;Ap 1202;Taguatinga Norte (Taguatinga);BRASILIA;DF;CENTRO OESTE;BR;72115035;ebenezer05@gmail.com;(61) 945177654;Trancado
104774;Eber Da Silva Pereira ;130;2;3;23/04/90;Condominio;Das Araras (Lot Cinco Colônias);1895;Qd 04 Lt 05;Recanto Das Emas;BRASILIA;DF;CENTRO OESTE;BR;72669000;eber.aparecido@gmail.com;(61) 955539606;Cancelado
104775;Eber Da Silva Perez ;138;2;1;07/06/01;Rua;Das Araucarias;861;Sobrado;Vista Alegre;CURITIBA;PR;SUL;BR;82100050;eberronitt@yahoo.com.br;(41) 919324059;Concluido
104776;Eberle Da Silva Pinto ;121;2;1;22/11/98;Avenida;Das Araucarias;400;Apt 207;Centro;PELOTAS;RS;SUL;BR;96065000;eberlecastro@hotmail.com;(53) 956520697;Ativo
104777;Eberte Da Silva Pinto ;129;2;1;02/11/96;Rua;Das Araucárias;785;;Vicente Pinzon;FORTALEZA;CE;NORDESTE;BR;60181030;eberte.melhor@gmail.com;(85) 913958914;Cancelado
104778;Ed Da Silva Platini ;132;2;4;24/01/80;Rua;Das Araucárias  Ed. Via Enseada.;309;;Jd Parana;ASSIS;SP;SUDESTE;BR;19807540;edgilson.suporte@gmail.com;(18) 900377099;Concluido
104779;Ed Da Silva Porto ;127;2;1;02/03/96;Rua;Das Aroeiras;1275;;Vila Feliz;SAO PAULO;SP;SUDESTE;BR;3615000;tele_radio@ig.com.br;(11) 918336634;Trancado
104780;Edegar Da Silva Porto ;122;2;3;31/12/94;Rua;Das Aroeiras;176;;Engenho Braun;CHAPECO;SC;SUL;BR;89809010;edecon@brturbo.com.br;(49) 904338261;Trancado
104781;Edejanir Da Silva Queiroz ;138;1;2;23/12/91;Rua;Das Avencas;894;Ap 705;Sao Francisco;CURITIBA;PR;SUL;BR;80510250;edejane@yahoo.com.br;(41) 983112449;Cancelado
104782;Edemilson Da Silva Ramos ;124;2;1;22/12/97;Rua;Das Azaleas;1765;Casa;Vila Nova;BLUMENAU;SC;SUL;BR;89035510;edemilson.bay@gmail.com;(47) 991262606;Ativo
104783;Edemir Da Silva Ramos ;125;2;1;10/05/98;Rua;Das Azaleas;1006;Casa 1;Campo Grande;RIO DE JANEIRO;RJ;SUDESTE;BR;23013740;edemirma@uol.com.br;(21) 940444544;Concluido
104784;Eden Da Silva Ramos ;136;2;4;03/02/83;Rua;Das Azaleas;369;Apto. 301;Centro;PATO BRANCO;PR;SUL;BR;85501282;edenrd@utfpr.edu.br;(46) 939700705;Trancado
104785;Edenilson Da Silva Ribeiro Junior ;127;2;3;21/08/65;Rua;Das Azaléias;1284;;Rossi;SAO JOAO;PR;SUL;BR;85570000;edenilson@edenilsonperin.com;(46) 977188193;Concluido
104786;Edenilson Da Silva Roberto ;135;2;2;23/04/93;Rua;Das Bananeiras;1835;585;Serra Talhada;TANCREDO NEVES;PE;NORDESTE;BR;56909135;edenilson02@gmail.com;(87) 936038257;Trancado
104787;Edenilton Da Silva Rocha ;127;2;4;14/08/92;Rua;Das Bandeiras;745;;Olaria;RIO DE JANEIRO;RJ;SUDESTE;BR;21073160;edeniltonchacon@bol.com.br;(21) 950805337;Cancelado
104788;Eder Da Silva Rocha ;127;2;1;20/02/00;Rua;Das Baunilhas;1846;Apt 303;Loteamento Industrial Machadinho;AMERICANA;SP;SUDESTE;BR;13478710;ederacorsi@gmail.com;(19) 912884518;Concluido
104789;Éder Da Silva Rodrigues ;134;2;3;14/06/88;Rua;Das Begônias;973;Qd 25;Apollo 3;ITABORAI;RJ;SUDESTE;BR;24800001;ederalves.ti@gmail.com;(21) 965689792;Ativo
104790;Eder Da Silva Rodrigues ;124;2;1;01/12/00;Rua;Das Brancas Dunas;1049;Bloco 6 Apt 304;Praia Das Gaivotas;VILA VELHA;ES;SUDESTE;BR;29102583;eder.amorim@gmail.com;(27) 944368777;Ativo
104791;Eder Da Silva Rodrigues ;135;2;1;27/01/97;Rua;Das Brisas Qd.03 Lt.03;36;;Engenho;ITATIBA;SP;SUDESTE;BR;13255500;eder_nascimento@hotmail.com;(11) 983107817;Cancelado
104792;Eder Da Silva Rosa ;126;2;1;08/10/97;Avenida;Das Brisas Suaves;1441;Bl B Apt 20;Vl N. Sra De Fatima;AMERICANA;SP;SUDESTE;BR;13478580;caac@portalpositivo.com.br;(19) 981550612;Cancelado
104793;Eder Da Silva Rosa ;130;2;3;17/05/84;Quadra;Das Camelias;189;Conjunto 4 Lote 8 Casa;Setor De Mansões Park Way;BRASILIA;DF;CENTRO OESTE;BR;71735500;eder.braga2@gmail.com;(61) 903682907;Cancelado
104794;Eder Da Silva Sabina ;134;2;4;07/01/89;Quadra;Das Camelias;1825;Casa;Norte;CEILÂNDIA;DF;CENTRO OESTE;BR;72210185;ederbrito.df@gmail.com;(61) 944846303;Concluido
104795;Eder Da Silva Sanches ;137;1;1;11/01/98;Rua;Das Camelias;2000;;Cidade Jardim Cumbica;GUARULHOS;SP;SUDESTE;BR;7180200;picadilhatotal@ig.com.br;(11) 942659780;Cancelado
104796;Eder Da Silva Santana ;127;2;3;15/08/81;Avenida;Das Camélias;1049;;Centro;SAO JOSE DO RIO CLARO;MT;CENTRO OESTE;BR;78435000;celloni@eusoumaster.com.br;(66) 975751918;Trancado
104797;Eder Da Silva Santana ;125;2;4;20/06/93;Rua;Das Camélias;1611;Ap174 Iporanga;Santa Terezinha;SAO BERNARDO DO CAMPO;SP;SUDESTE;BR;9781250;eder.brz@hotmail.com;(11) 938158730;Trancado
104798;Eder Da Silva Santiago ;127;2;1;01/04/98;Rua;Das Campanulas;861;B3 Apto 601;Atalaia;ANANINDEUA;PA;NORTE;BR;67013680;eder@hitsfiber.com.br;(91) 968063429;Trancado
104799;Eder Da Silva Santos ;124;2;1;27/05/98;Rua;Das Caneleiras;1288;;Artur Alvim;SAO PAULO;SP;SUDESTE;BR;3590160;rochaeder.sp@gmail.com;(11) 983563136;Ativo
104800;Éder Da Silva Santos ;120;2;1;27/05/98;Rua;Das Carmelitas;877;;Artur Alvim;SAO PAULO;SP;SUDESTE;BR;3590160;rochaeder.sp@gmail.com;(11) 945716762;Concluido
104801;Eder Da Silva Santos ;137;2;1;17/12/98;Rua;Das Carmelitas;1842;;Vl Sinha;SAO JOSE DOS CAMPOS;SP;SUDESTE;BR;12213120;eder-faria@uol.com.br;(12) 922350308;Cancelado
104802;Eder Da Silva Santos ;138;2;4;21/08/90;Rua;Das Carnaubas;702;;Jardim Bonança;CAMPO GRANDE;MS;CENTRO OESTE;BR;79018800;eder.eloy@torkms.com.br;(84) 937435352;Concluido
104803;Éder Da Silva Santos ;126;2;1;04/11/96;Rua;Das Castanheiras;1451;Apto. ;Rio Doce;OLINDA;PE;NORDESTE;BR;53080780;eder@norteldata.com.br;(81) 980173429;Trancado
104804;Eder Da Silva Santos ;127;2;1;17/04/00;Rua;Das Castanholeiras;907;;Jardim Leticia;SAO PAULO;SP;SUDESTE;BR;5820220;eder_kairos@hotmail.com;(11) 949265138;Cancelado
104805;Eder Da Silva Santos ;127;2;2;18/10/91;Rua;Das Casuarinas;1107;;Santa Terezinha;SAO PAULO;SP;SUDESTE;BR;2460080;elopes.abreu@gmail.com;(11) 903805985;Cancelado
104806;Eder Da Silva Santos ;124;2;1;03/12/98;Rua;Das Cavionas;1642;;Jardim Cacique;SUZANO;SP;SUDESTE;BR;8616260;edercesar@gmail.com;(11) 955845359;Ativo
104807;Eder Da Silva Segundo ;132;2;3;10/01/91;Rua;Das Codornas;697;;Conjunto Habitacional Teotonio Vile;SAO PAULO;SP;SUDESTE;BR;3928020;denize@uol.com.br;(11) 920687201;Ativo
104808;Eder Da Silva Serafim ;128;2;1;17/11/97;Rua;Das Corruíras;1323;;Pavuna;RIO DE JANEIRO;RJ;SUDESTE;BR;21650390;edermath@yahoo.com.br;(21) 958286486;Cancelado
104809;Éder Da Silva Silva ;127;2;3;21/07/92;Rua;Das Cravinas;155;Casa;Petropolis;TAQUARA;RS;SUL;BR;95600000;emercio@gmail.com;(51) 989223963;Cancelado
104810;Eder Da Silva Silveira ;138;2;3;22/04/90;Rua;Das Dalias;1810;Casa;Jordanesia;CAJAMAR;SP;SUDESTE;BR;7760000;edermirand@live.com;(11) 909016953;Trancado
104811;Eder Da Silva Silveira ;134;2;4;28/12/80;Rua;Das Dalias;1826;Casa;Jardim Santa Emília;CAMPO GRANDE;MS;CENTRO OESTE;BR;79093380;edernery@gmail.com;(84) 926799592;Cancelado
104812;Eder Da Silva Siqueira ;121;2;1;20/11/97;Avenida;Das Dalias;315;;Amoroso Costa;UBERABA;MG;SUDESTE;BR;38072300;edernf@uol.com.br;(34) 960678140;Concluido
104813;Eder Da Silva Soares ;123;2;1;11/12/98;Avenida;Das Dunas;736;;Vila Arquelau;UBERABA;MG;SUDESTE;BR;38072300;edernf@uol.com.br;(34) 909826051;Ativo
104814;Eder Da Silva Soares ;122;2;1;01/03/03;Rua;Das Esmeraldas;818;Casa;Jardim Santa Brígida;CARAPICUIBA;SP;SUDESTE;BR;6333330;eder_mercado@outlook.com;(11) 960443794;Cancelado
104815;Eder Da Silva Soares ;132;2;1;11/03/03;Rua;Das Esmeraldas;144;;Irati;IRATI;PR;SUL;BR;87726000;ederstroparo@oi.com.br;(49) 900683441;Concluido
104816;Éder Da Silva Souza ;134;2;3;20/02/91;Avenida;Das Espatódeas (Lot Sta Mônica);392;Apto 123;Passos;JUIZ DE FORA;MG;SUDESTE;BR;36025020;eder.grigorio@ufjf.edu.br;(32) 914742267;Concluido
104817;Eder Da Silva Souza ;137;2;1;08/10/00;Rua;Das Estrelas;1936;Bloco B - Ap 125;Vila Andrade;SAO PAULO;SP;SUDESTE;BR;5726130;eder_jsos@hotmail.com;(11) 929573363;Concluido
104818;Eder Da Silva Souza ;138;2;1;27/06/97;Rua;Das Figueiras;265;Ap 602;Luxemburgo;BELO HORIZONTE;MG;SUDESTE;BR;30380530;fragaeder@gmail.com;(31) 956252584;Cancelado
104819;Eder Da Silva Tavares ;130;2;1;08/09/98;Rua;Das Figueiras;1495;;Jaboatã£O Dos Guararapes;JABOATA£O DOS GUARARAPES;PE;NORDESTE;BR;54120390;ederenetprovedor@gmail.com;(87) 935958589;Concluido
104820;Ederlane Da Silva Tavares ;133;2;1;02/05/98;Rua;Das Figueiras;1953;Apt 305;Jardim Camburi;VITORIA;ES;SUDESTE;BR;29090060;ederlane_r@hotmail.com;(28) 934455756;Trancado
104821;Ederlei Da Silva Teba ;136;2;1;29/08/97;Rua;Das Figueiras;241;Cs 1;Santa Candida;CURITIBA;PR;SUL;BR;82640320;bobducs@hotmail.com;(41) 949154746;Trancado
104822;Ederson Da Silva Teixeira ;131;2;1;09/10/97;Rua;Das Flechas;92;Casa;Centro;TAIOBEIRAS;MG;SUDESTE;BR;39550000;ederson@bsd.com.br;(38) 963404685;Cancelado
104823;Ederson Da Silva Teixeira ;138;2;2;25/06/94;Rua;Das Flores;1918;;Prolongamento Jardim;FRANCA;SP;SUDESTE;BR;14403096;edersonborgescampos@hotmail.com;(16) 903184250;Trancado
104824;Ederson Da Silva Teixeira ;123;2;1;18/03/97;Rua;Das Flores;1280;Fu Fds;Parque Via Norte;CAMPINAS;SP;SUDESTE;BR;13065020;ebatistella@gmail.com;(19) 962715959;Ativo
104825;Ederson Da Silva Teles ;137;2;1;16/04/96;Rua;Das Flores;910;Apto 22 Bloco 2;Penha De França;SAO PAULO;SP;SUDESTE;BR;3641040;eder.dm@hotmail.com;(11) 916355983;Concluido
104826;Ederson Da Silva Torres ;133;2;1;03/08/03;Rua;Das Flores;630;B;Conjunto Habitacional Jova Rural;SAO PAULO;SP;SUDESTE;BR;2281249;eder_sanntos88@hotmail.com;(11) 909188801;Concluido
104827;Ederson Da Silva Tourinho ;120;2;1;03/08/03;Rua;Das Flores;1837;B;Conjunto Habitacional Jova Rural;SAO PAULO;SP;SUDESTE;BR;2281249;eder_santos88@hotmail.com;(11) 902327648;Cancelado
104828;Ederson Da Silva Valerio ;134;2;1;05/04/99;Rua;Das Flores;1376;;Jardim Capelinha;SAO PAULO;SP;SUDESTE;BR;5850090;ederson.freitas@icloud.com;(11) 929993400;Concluido
104829;Ederson Da Silva Vera ;134;2;1;04/11/96;Rua;Das Flores;997;Antigo 169;Parque Continental;SAO VICENTE;SP;SUDESTE;BR;11348460;edersongm@terra.com.br;(13) 925114354;Ativo
104830;Ederson Da Silva Vieira ;120;2;1;04/11/96;Rua;Das Florestas 598;1876;Csa:169;Parque Continental;SAO VICENTE;SP;SUDESTE;BR;11348460;deda_sv@yahoo.com.br;(13) 993801370;Ativo
104831;Ederson Da Silva Vieira ;135;2;1;01/05/99;Travessa;Das Garcas;492;;Sao Judas;ITAJAI;SC;SUL;BR;88303415;edergonsilva@gmail.com;(49) 928718273;Cancelado
104832;Ederson Da Silva Vieira ;130;2;2;12/08/90;Rua;Das Garças;1841;Empresa / Amic Oeste - Pr;Ciro Nardi;CASCAVEL;PR;SUL;BR;85802061;edersonloccatelli@gmail.com;(45) 922561411;Trancado
104833;Ederson Da Silva Zanelato Faria ;130;2;1;22/06/97;Rua;Das Giestas;451;;Cajuru;CURITIBA;PR;SUL;BR;82960000;edersonlramos@hotmail.com;(41) 977013118;Trancado
104834;Ederson Da Silva Zurchimitten ;130;2;2;11/12/83;Rua;Das Giestas;1563;;Araçoiaba Da Serra;ARAÇOIABA DA SERRA;SP;SUDESTE;BR;18190000;edersonmoraes@hotmail.com;(15) 946248842;Cancelado
104835;Ederson Da Silveira Ribeiro ;135;2;1;20/04/00;Rua;Das Giestas;1711;Casa;Jardim Vassouras;FRANCISCO MORATO;SP;SUDESTE;BR;7950015;edersonwiliam@yahoo.com.br;(11) 908103959;Cancelado
104836;Edesio Da Silveira Sampaio ;126;2;4;07/06/95;Rua;Das Gracas;1589;Apt 103;Capao Raso;CURITIBA;PR;SUL;BR;81110070;idesiogouvea@terra.com.br;(41) 952034310;Concluido
104837;Edeylton Da Silveira Santos ;135;2;1;18/01/97;Rua;Das Gracas;1991;;Santa Terezinha;PASSA QUATRO;MG;SUDESTE;BR;37460000;edeylton@simbratec.com.br;(35) 913743729;Trancado
104838;Edgar Da Siva ;125;2;1;27/03/98;Rua;Das Graúnas;1334;1207;Brasília;NORTE (ÁGUAS CLARAS);DF;CENTRO OESTE;BR;71919180;edgar.ucb@gmail.com;(61) 963649444;Trancado
104839;Edgar Da Veiga Carvalho ;128;2;3;17/07/84;Rua;Das Graviolas;245;Casa 07;Abolição;RIO DE JANEIRO;RJ;SUDESTE;BR;20755260;ed4ever@hotmail.com;(21) 951947333;Concluido
104840;Edgar Dachery Junior ;125;2;1;25/11/02;Rua;Das Grumixamas;1425;;Vila Santa Catarina;SAO PAULO;SP;SUDESTE;BR;4374060;camilaap.medeiros@yahoo.com.br;(11) 967567168;Cancelado
104841;Edgar Dadario Santana ;129;2;1;04/12/95;Rua;Das Grumixamas;142;;Vila Lourdes;SAO PAULO;SP;SUDESTE;BR;8410270;edgar.csilva@outlook.com;(11) 958124639;Cancelado
104842;Edgar Daher Lopes ;133;2;4;08/09/91;Rua;Das Grumixamas;1675;Ax Torre 3 Apt 136;Cambuci;SAO PAULO;SP;SUDESTE;BR;1521000;esant16@ford.com;(11) 960878130;Concluido
104843;Edgar Daiana Wentzcovitch ;125;2;1;20/09/99;Rua;Das Grumixamas;1375;;Campo Pequeno;COLOMBO;PR;SUL;BR;83404010;almarasta@gmail.com;(41) 927373398;Cancelado
104844;Edgar Daiane De Oliveira ;121;2;4;14/03/94;Avenida;Das Hortencias;1954;Apto 92 Bloco 13;Parque Alves De Lima;SAO PAULO;SP;SUDESTE;BR;4902005;eklein000@gmail.com;(11) 965046327;Concluido
104845;Edgar Daiane De Oliveira Bastos ;134;2;1;23/03/98;Rua;Das Hortencias;1417;;Cidade Antonio Estevao De Carvalho;SAO PAULO;SP;SUDESTE;BR;8220040;edgar.barker@gmail.com;(11) 920050241;Cancelado
104846;Edgar Daitschman ;126;2;4;07/11/89;Rua;Das Hortencias;760;Casa;Polvilho;CAJAMAR;SP;SUDESTE;BR;7793395;edgaremcx@outlook.com;(11) 936954658;Trancado
104847;Edgar Dal Bello ;135;2;4;18/08/75;Rua;Das Hortensias;875;286;São Paulo;SAO PAULO;SP;SUDESTE;BR;5171500;jonathan.o.menatto@gmail.com;(11) 998115200;Trancado
104848;Edgar Dal Cortivo ;131;2;1;05/02/00;Rua;Das Hortensias;674;;Luanda;LUANDA;PR;Outro País;AO;78990001;ednilton85@live.com;(44) 970217096;Concluido
104849;Edgar Dal Zot ;136;2;3;21/07/80;Avenida;Das Indústrias;627;Bloco 12 - Apto. 123;Piratininga;OSASCO;SP;SUDESTE;BR;6230150;edgar_pietrobom@hotmail.com;(11) 991132975;Trancado
104850;Edgar Dalacorte ;132;2;4;24/09/94;Rua;Das Indústrias;804;Apt 13;Penha De Franca;SAO PAULO;SP;SUDESTE;BR;3639000;edgar.santana@attla.com;(11) 977498412;Cancelado
